,name,gross,runtime,budget,score,genre,votes,year,director,rating,released,star,writer,company,gross_bin,month,isweekend
4396,Mi historia sin mi,4017609,135,20000000,7.0,Biography,50599,2007,Todd Haynes,R,12/7/2007,Christian Bale,Todd Haynes,Killer Films,2,12,0
4397,Awake,14377198,84,8600000,6.5,Crime,66246,2007,Joby Harold,R,11/30/2007,Hayden Christensen,Joby Harold,The Weinstein Company,3,11,0
4399,No Country for Old Men,74283625,122,25000000,8.1,Crime,679346,2007,Ethan Coen,R,11/21/2007,Tommy Lee Jones,Joel Coen,Paramount Pictures,3,11,0
4400,The Mist,25593755,126,18000000,7.2,Horror,239527,2007,Frank Darabont,R,11/21/2007,Thomas Jane,Frank Darabont,Dimension Films,3,11,0
4401,Hitman - Agente 47,39687694,100,24000000,6.3,Action,146777,2007,Xavier Gens,R,11/21/2007,Timothy Olyphant,Skip Woods,Twentieth Century Fox Film Corporation,3,11,0
4402,Love in the Time of Cholera,4607608,139,45000000,6.4,Drama,20111,2007,Mike Newell,R,11/16/2007,Javier Bardem,Ronald Harwood,New Line Cinema,2,11,0
4403,Lions for Lambs,14998070,92,35000000,6.2,Drama,42926,2007,Robert Redford,R,11/9/2007,Tom Cruise,Matthew Michael Carnahan,Metro-Goldwyn-Mayer (MGM),3,11,0
4404,P2,3992339,98,8000000,5.9,Crime,27335,2007,Franck Khalfoun,R,11/9/2007,Rachel Nichols,Alexandre Aja,P2 Productions,2,11,0
4405,Wristcutters: A Love Story,316996,88,1000000,7.4,Comedy,48536,2007,Goran Dukic,R,11/2/2007,Patrick Fugit,Goran Dukic,No Matter Pictures,1,11,0
4406,American Gangster,130164645,157,100000000,7.8,Biography,342994,2007,Ridley Scott,R,11/2/2007,Denzel Washington,Steven Zaillian,Universal Pictures,4,11,0
4407,The Darjeeling Limited,11902715,91,17500000,7.2,Adventure,149906,2007,Wes Anderson,R,10/26/2007,Owen Wilson,Wes Anderson,Fox Searchlight Pictures,3,10,0
4408,Saw IV,63300095,93,10000000,5.9,Horror,119307,2007,Darren Lynn Bousman,R,10/26/2007,Tobin Bell,Patrick Melton,Twisted Pictures,3,10,0
4409,Before the Devil Knows You're Dead,7083025,117,18000000,7.3,Crime,85707,2007,Sidney Lumet,R,10/26/2007,Philip Seymour Hoffman,Kelly Masterson,Capitol Films,2,10,0
4410,Youth Without Youth,244397,124,5000000,6.3,Drama,11873,2007,Francis Ford Coppola,R,10/26/2007,Tim Roth,Mircea Eliade,American Zoetrope,1,10,0
4411,The Devil's Backbone,754749,106,4500000,7.5,Drama,51628,2007,Guillermo del Toro,R,10/19/2007,Marisa Paredes,Guillermo del Toro,"Deseo, El",1,10,0
4412,Into the Wild,18352454,148,15000000,8.1,Adventure,471946,2007,Sean Penn,R,10/19/2007,Emile Hirsch,Sean Penn,Paramount Pictures,3,10,0
4413,Gone Baby Gone,20300218,114,19000000,7.7,Crime,212956,2007,Ben Affleck,R,10/19/2007,Morgan Freeman,Ben Affleck,LivePlanet,3,10,0
4414,The Assassination of Jesse James by the Coward Robert Ford,3904982,160,30000000,7.5,Biography,146553,2007,Andrew Dominik,R,10/19/2007,Brad Pitt,Andrew Dominik,Warner Bros.,2,10,0
4415,30 Days of Night,39568996,113,32000000,6.6,Horror,146606,2007,David Slade,R,10/19/2007,Josh Hartnett,Steve Niles,Columbia Pictures,3,10,0
4416,Rendition,9736045,122,27500000,6.8,Drama,49635,2007,Gavin Hood,R,10/19/2007,Reese Witherspoon,Kelley Sane,Anonymous Content,2,10,0
4417,Things We Lost in the Fire,3287315,118,16000000,7.2,Drama,25351,2007,Susanne Bier,R,10/19/2007,Halle Berry,Allan Loeb,DreamWorks,2,10,0
4419,Michael Clayton,49033882,119,25000000,7.3,Crime,140798,2007,Tony Gilroy,R,10/12/2007,George Clooney,Tony Gilroy,Samuels Media,3,10,0
4420,We Own the Night,28563179,117,21000000,6.9,Crime,75706,2007,James Gray,R,10/12/2007,Joaquin Phoenix,James Gray,Columbia Pictures,3,10,0
4421,The Heartbreak Kid,36787257,116,60000000,5.8,Comedy,75859,2007,Bobby Farrelly,R,10/5/2007,Ben Stiller,Scot Armstrong,DreamWorks,3,10,0
4422,The Kingdom,47536778,110,70000000,7.1,Action,106339,2007,Peter Berg,R,9/28/2007,Jamie Foxx,Matthew Michael Carnahan,Universal Pictures,3,9,0
4425,Rocket Science,712391,101,6000000,6.7,Comedy,12086,2007,Jeffrey Blitz,R,9/28/2007,Reece Thompson,Jeffrey Blitz,B&W; Films,1,9,0
4427,Resident Evil: Extinction,50648679,94,45000000,6.3,Action,162711,2007,Russell Mulcahy,R,9/21/2007,Milla Jovovich,Paul W.S. Anderson,Constantin Film,3,9,0
4428,Good Luck Chuck,34925283,101,25000000,5.6,Comedy,77598,2007,Mark Helfrich,R,9/21/2007,Dane Cook,Josh Stolberg,Lionsgate,3,9,0
4429,Retrato de amor,1103075,107,20000000,5.9,Drama,9922,2007,Fran�ois Girard,R,9/21/2007,Michael Pitt,Alessandro Baricco,Rhombus Media,2,9,0
4430,The Hunting Party,969869,101,25000000,6.9,Adventure,22857,2007,Richard Shepard,R,9/21/2007,Richard Gere,Richard Shepard,Intermedia Films,1,9,0
4431,Sukiyaki Western Django,48034,121,3800000,6.3,Action,13379,2007,Takashi Miike,R,9/15/2007,Hideaki It�,Takashi Miike,A-Team,1,9,1
4432,The Brave One,36793804,122,70000000,6.8,Crime,52932,2007,Neil Jordan,R,9/14/2007,Jodie Foster,Roderick Taylor,Warner Bros.,3,9,0
4434,3:10 to Yuma,53606916,122,55000000,7.7,Adventure,252471,2007,James Mangold,R,9/7/2007,Russell Crowe,Halsted Welles,Lionsgate,3,9,0
4435,Death at a Funeral,8579684,87,9000000,7.4,Comedy,95249,2007,Frank Oz,R,9/7/2007,Matthew Macfadyen,Dean Craig,Sidney Kimmel Entertainment,2,9,0
4436,Shoot 'Em Up,12807139,86,39000000,6.7,Action,134902,2007,Michael Davis,R,9/7/2007,Clive Owen,Michael Davis,New Line Cinema,3,9,0
4437,Halloween,58272029,109,15000000,6.1,Horror,93548,2007,Rob Zombie,R,8/31/2007,Scout Taylor-Compton,Rob Zombie,Dimension Films,3,8,0
4438,Death Sentence,9525276,105,20000000,6.8,Action,62804,2007,James Wan,R,8/31/2007,Kevin Bacon,Ian Mackenzie Jeffers,Twentieth Century Fox Film Corporation,2,8,0
4441,War,22466994,103,25000000,6.3,Action,76529,2007,Philip G. Atwell,R,8/24/2007,Jet Li,Lee Anthony Smith,Lionsgate,3,8,0
4442,Superbad,121463226,113,20000000,7.6,Comedy,450691,2007,Greg Mottola,R,8/17/2007,Michael Cera,Seth Rogen,Columbia Pictures,4,8,0
4444,Wind Chill,20146,91,6000000,5.9,Drama,18857,2007,Gregory Jacobs,R,8/3/2007,Emily Blunt,Joe Gangemi,Blueprint Pictures,1,8,0
4447,I Know Who Killed Me,7498716,100,12000000,3.6,Mystery,23832,2007,Chris Sivertson,R,7/27/2007,Lindsay Lohan,Jeff Hammond,360 Pictures,2,7,0
4448,Amores asesinos,188565,108,18000000,6.5,Crime,18418,2007,Todd Robinson,R,7/20/2007,John Travolta,Todd Robinson,Millennium Films,1,7,0
